Logement,Name,Type,Surface,Price,Lieu,Chambres,Pièces,Etage
Logement chez l'habitant,Logement chez l'habitant pour 1 personne de 80m²,Logement chez l'habitant,80 m²,N/A,"Rue Broca, 75005 Paris, France",N/A,N/A,N/A
Logement chez l'habitant,Logement chez l'habitant pour 1 personne de 130m²,Logement chez l'habitant,130 m²,N/A,"Rue d'Alésia, 75014 Paris, France",N/A,N/A,N/A
Logement chez l'habitant,Logement chez l'habitant pour 1 personne de 35m²,Logement chez l'habitant,35 m²,N/A,"70 Rue du Javelot, 75013 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 17m²,Logement entier,17 m²,N/A,"Avenue des Gobelins, Paris 13e Arrondissement, Île-de-France, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 2 personnes de 74m²,Chambre 1 de 12m2,12 m²,860€,"Rue du Capitaine Guynemer, 92400 Courbevoie, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 2 personnes de 74m²,Chambre 2 de 12m2,12 m²,850€,"Rue du Capitaine Guynemer, 92400 Courbevoie, France",N/A,N/A,N/A
Logement entier,Logement entier pour 4 personnes de 70m²,Logement entier,70 m²,N/A,"27 Rue Rebeval, 75019 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 24m²,Logement entier,24 m²,N/A,"27 Rue Beauregard, 75002 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 10m²,Logement entier,10 m²,N/A,"Rue des Martyrs, Paris 9e Arrondissement, Île-de-France, France",N/A,N/A,N/A
Logement entier,Logement entier pour 1 personne de 26m²,Logement entier,26 m²,N/A,"Rue de Trévise, Paris 9e Arrondissement, Île-de-France, France",N/A,N/A,N/A
Logement entier,Studio de 12m²,Logement entier,12 m²,N/A,"50 l Boulevard de l'Hôpital, Paris 13e Arrondissement, Île-de-France, France",N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 47m²,Logement entier,47 m²,N/A,"10 Rue de Montevideo, 75016 Paris, France",N/A,N/A,N/A
Logement entier,Studio de 33m²,Logement entier,33 m²,N/A,"Rue Caulaincourt, 75018 Paris, France",N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 35m²,Logement entier,35 m²,N/A,"7 Rue Jean Goujon, 75008 Paris, France",N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 56m²,Logement entier,56 m²,N/A,"8 Rue Catulle Mendès, 75017 Paris, France",N/A,N/A,N/A
Logement chez l'habitant,Logement chez l'habitant pour 1 personne de 130m²,Logement chez l'habitant,130 m²,N/A,"Rue d'Alésia, 75014 Paris, France",N/A,N/A,N/A
Logement entier,Logement entier pour 4 personnes de 50m²,Logement entier,50 m²,N/A,"13 Bd Suchet, 75016 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 10 de 10m2,10 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 1 de 11m2,11 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 2 de 10m2,10 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 3 de 10m2,10 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 4 de 9m2,9 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 5 de 10m2,10 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 6 de 9m2,9 m²,950€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 7 de 9m2,9 m²,1100€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 8 de 10m2,10 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 9 de 9m2,9 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 11 de 11m2,11 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 12 de 9m2,9 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 13 de 9m2,9 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 122m²,Chambre 14 de 10m2,10 m²,1050€,"99 rue Bobillot, 75013, Paris, FR 75013 Paris FR",N/A,N/A,N/A
Logement entier,Studio de 25m²,Logement entier,25 m²,N/A,"11, rue Tisserand 75015 Paris 15Eme Arrondissement FRANCE",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 5 de 16m2,16 m²,1395€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 1 de 13m2,13 m²,1220€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 2 de 14m2,14 m²,1335€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 3 de 15m2,15 m²,1120€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 4 de 14m2,14 m²,1190€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 6 de 15m2,15 m²,1090€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 7 de 11m2,11 m²,1130€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 8 de 12m2,12 m²,1217€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 9 de 11m2,11 m²,1167€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 10 de 10m2,10 m²,1166€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 11 de 11m2,11 m²,1240€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 12 de 11m2,11 m²,1180€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 13 de 13m2,13 m²,1270€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 333m²,Chambre 14 de 11m2,11 m²,1200€,"15 Pass. du Monténégro, 75019 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 68m²,Chambre 1 de 13m2,13 m²,950€,4 rue Jean-François Lepine 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 68m²,Chambre 3 de 16m2,16 m²,990€,4 rue Jean-François Lepine 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 68m²,Chambre 2 de 13m2,13 m²,950€,4 rue Jean-François Lepine 75018 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 13m2,13 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 15m2,15 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 10m2,10 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 15m2,15 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 10m2,10 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 6 personnes de 125m²,Chambre de 12m2,12 m²,1092€,"139 avenue Jean Jaurès, 75019, Paris, FR 75019 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 2 de 12m2,12 m²,1133€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 1 de 13m2,13 m²,1174€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 3 de 12m2,12 m²,1174€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 4 de 20m2,20 m²,1277€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 5 de 13m2,13 m²,1174€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 6 de 17m2,17 m²,1226€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 7 personnes de 185m²,Chambre 7 de 12m2,12 m²,1133€,"39 bis Blvd Ney, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 12 de 32m2,32 m²,1870€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 9 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 10 de 28m2,28 m²,2030€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 1 de 16m2,16 m²,1490€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 2 de 16m2,16 m²,1490€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 3 de 19m2,19 m²,1580€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 4 de 20m2,20 m²,1580€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 5 de 20m2,20 m²,1720€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 6 de 22m2,22 m²,1660€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 7 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 8 de 22m2,22 m²,1700€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 11 de 32m2,32 m²,1870€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 42m²,Logement entier,42 m²,N/A,"86 Rue de la Folie Méricourt, 75011 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 10 de 28m2,28 m²,1830€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 12 de 32m2,32 m²,1870€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 9 de 23m2,23 m²,1850€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 1 de 16m2,16 m²,1490€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 2 de 16m2,16 m²,1490€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 3 de 19m2,19 m²,1580€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 4 de 19m2,19 m²,1580€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 5 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 6 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 7 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 8 de 22m2,22 m²,1760€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 12 personnes de 380m²,Chambre 11 de 32m2,32 m²,2120€,42 rue de Cambronne 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 4 de 13m2,13 m²,920€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 3 de 17m2,17 m²,970€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 1 de 12m2,12 m²,930€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 2 de 11m2,11 m²,970€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 1 de 12m2,12 m²,930€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 2 de 11m2,11 m²,970€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 3 de 17m2,17 m²,970€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 87m²,Chambre 4 de 13m2,13 m²,920€,54 rue Cesaria Evora 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 75m²,Chambre 1 de 16m2,16 m²,1030€,10 rue Louis Vicat 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 75m²,Chambre 3 de 11m2,11 m²,950€,10 rue Louis Vicat 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 75m²,Chambre 4 de 10m2,10 m²,930€,10 rue Louis Vicat 75015 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 75m²,Chambre 2 de 10m2,10 m²,950€,10 rue Louis Vicat 75015 Paris FR,N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 15m²,Logement entier,15 m²,N/A,"83 Rue Fondary, 75015 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 2 de 12m2,12 m²,1340€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 1 de 9m2,9 m²,1290€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 3 de 12m2,12 m²,1370€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 4 de 13m2,13 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 5 de 13m2,13 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 6 de 12m2,12 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 7 de 13m2,13 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 8 de 12m2,12 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 9 de 12m2,12 m²,1380€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 10 de 12m2,12 m²,1390€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 11 de 13m2,13 m²,1390€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 12 de 13m2,13 m²,1400€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 13 de 13m2,13 m²,1400€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 14 de 18m2,18 m²,1690€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 15 personnes de 359m²,Chambre 15 de 19m2,19 m²,1690€,10 rue des Dames 75017 Paris FR,N/A,N/A,N/A
Logement entier,Logement entier pour 2 personnes de 70m²,Logement entier,70 m²,N/A,"5 bis Rue Christiani, 75018 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 1 de 13m2,13 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 3 de 14m2,14 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 4 de 12m2,12 m²,870€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 2 de 11m2,11 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 1 de 13m2,13 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 2 de 11m2,11 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 3 de 14m2,14 m²,970€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 89m²,Chambre 4 de 12m2,12 m²,870€,181 Boulevard Macdonald 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 93m²,Chambre 2 de 13m2,13 m²,997€,"41 Rue de Wattignies, 75012 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 93m²,Chambre 1 de 23m2,23 m²,1100€,"41 Rue de Wattignies, 75012 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 93m²,Chambre 3 de 13m2,13 m²,997€,"41 Rue de Wattignies, 75012 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 93m²,Chambre 4 de 13m2,13 m²,1015€,"41 Rue de Wattignies, 75012 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 10 personnes de 210m²,Chambre 1 de 10m2,10 m²,1124€,"60 Rue Ordener, 75018 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 10 personnes de 210m²,Chambre 2 de 13m2,13 m²,1157€,"60 Rue Ordener, 75018 Paris, France",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 56m²,Chambre 1 de 9m2,9 m²,880€,8 Boulevard Sérurier 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 56m²,Chambre 2 de 10m2,10 m²,900€,8 Boulevard Sérurier 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 3 personnes de 56m²,Chambre 3 de 10m2,10 m²,900€,8 Boulevard Sérurier 75019 Paris FR,N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 18m2,18 m²,1310€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 21m2,21 m²,1514€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre 1 de 21m2,21 m²,700€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 17m2,17 m²,1580€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 16m2,16 m²,1423€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 18m2,18 m²,1409€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 13m2,13 m²,1382€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 16m2,16 m²,1345€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 19m2,19 m²,1638€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 15m2,15 m²,1423€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 19m2,19 m²,1460€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 22m2,22 m²,1514€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 18m2,18 m²,1435€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 16m2,16 m²,1483€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 14 personnes de 350m²,Chambre de 28m2,28 m²,1575€,"24 Rue Lamarck, 75018, Paris, FR 75018 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre de 9m2,9 m²,1237€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre de 9m2,9 m²,1237€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre 1 de 13m2,13 m²,630€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre de 10m2,10 m²,1237€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre de 13m2,13 m²,1237€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 105m²,Chambre de 9m2,9 m²,1237€,"43 boulevard Garibaldi, 75015, Paris, FR 75015 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre de 11m2,11 m²,999€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre 1 de 11m2,11 m²,650€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre de 10m2,10 m²,999€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre de 10m2,10 m²,999€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre de 11m2,11 m²,999€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 5 personnes de 92m²,Chambre de 11m2,11 m²,999€,"52 rue du Borrégo, 75020, Paris, FR 75020 Paris FR",N/A,N/A,N/A
Logement en colocation,Logement en colocation pour 4 personnes de 69m²,Chambre 1 de 11m2,11 m²,925€,7A Avenue de la Porte des Lilas 75019 Paris FR,N/A,N/A,N/A
