Name,Surface,Price,Lieu,Chambres,Pièces,Etage,Code_postal,Arrondissement
Appartement à louer,29.0,930,"Mouton Duvernet, Paris 14ème (75014)",0.0,1.0,4.0,75014,14.0
Appartement à louer,90.0,4400,"Porte Dauphine, Paris 16ème (75116)",2.0,3.0,2.0,75116,16.0
Appartement à louer,23.0,956,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,31.0,1550,"Saint Victor, Paris 5ème (75005)",1.0,2.0,,75005,5.0
Appartement à louer,99.0,3130,"Pasteur Montparnasse, Paris 15ème (75015)",2.0,4.0,7.0,75015,15.0
Appartement à louer,115.0,4362,"Saint Victor, Paris 5ème (75005)",3.0,5.0,,75005,5.0
Studio à louer,25.0,995,"Enfants Rouges, Paris 3ème (75003)",0.0,1.0,1.0,75003,3.0
Appartement à louer,32.0,1495,"Saint Merri, Paris 4ème (75004)",1.0,2.0,,75004,4.0
Studio à louer,30.0,1550,"Saint Germain l'Auxerrois, Paris 1er (75001)",0.0,1.0,,75001,1.0
Appartement à louer,35.0,1350,Paris 18ème (75018),1.0,1.0,,75018,18.0
Studio à louer,17.0,1077,Paris 15ème (75015),1.0,1.0,,75015,15.0
Appartement à louer,190.0,3600,"Buttes Chaumont, Paris 19ème (75019)",3.0,5.0,,75019,19.0
Appartement à louer,42.0,1100,Paris 18ème (75018),1.0,2.0,,75018,18.0
Studio à louer - logement étudiant,17.0,865,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,3.0,75017,17.0
Studio à louer - logement étudiant,15.0,640,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1.0,75016,16.0
Appartement à louer,33.0,1333,"Cambronne-Garibaldi, Paris 15ème (75015)",0.0,1.0,6.0,75015,15.0
Appartement à louer,31.0,970,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,4.0,75016,16.0
Appartement à louer - Première occupation,48.0,1460,"Vallée de Fécamp, Paris 12ème (75012)",1.0,2.0,,75012,12.0
Appartement à louer,29.0,1042,"Chaillot, Paris 16ème (75116)",0.0,1.0,,75116,16.0
Appartement à louer,220.0,10000,"Porte Dauphine, Paris 16ème (75016)",3.0,6.0,2.0,75016,16.0
Appartement à louer - Première occupation,50.0,3700,"Muette Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,42.8,1585,Paris 17ème (75017),1.0,2.0,6.0,75017,17.0
Appartement à louer,165.0,23000,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,2.0,75008,8.0
Appartement à louer - Première occupation,110.0,4650,"Porte Dauphine, Paris 16ème (75016)",3.0,5.0,1.0,75016,16.0
Appartement à louer - Première occupation,58.0,3000,Paris 7ème (75007),1.0,2.0,5.0,75007,7.0
Appartement à louer,210.0,5900,"Courcelles-Wagram, Paris 17ème (75017)",3.0,6.0,1.0,75017,17.0
Appartement à louer,75.0,3000,"Patay-Masséna, Paris (75013)",0.0,1.0,50.0,75013,
Appartement à louer,134.0,11000,"Chaillot, Paris (75016)",3.0,5.0,,75016,
Appartement à louer,33.1,2000,Paris 7ème (75007),1.0,2.0,4.0,75007,7.0
Studio à louer,19.0,575,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3.0,75016,16.0
Appartement à louer,29.0,1800,"Cambronne-Garibaldi, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Studio à louer,23.0,772,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,2.0,75013,13.0
Appartement à louer,66.0,2885,"Courcelles-Wagram, Paris 17ème (75017)",0.0,3.0,,75017,17.0
Duplex à louer,72.0,2800,"Porte Dauphine, Paris 16ème (75016)",2.0,4.0,3.0,75016,16.0
Appartement à louer,45.0,2500,"Archives, Paris (75003)",1.0,2.0,,75003,
Hôtel particulier à louer,,60000,"Chaillot, Paris 16ème (75016)",7.0,16.0,,75016,16.0
Appartement à louer,200.0,20000,Paris 8ème (75008),3.0,5.0,5.0,75008,8.0
Appartement à louer,13.0,1200,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",0.0,1.0,7.0,75018,18.0
Appartement à louer,38.0,1620,"Vaugirard-Parc des Expositions, Paris (75015)",2.0,3.0,5.0,75015,
Appartement à louer,125.0,23652,"Gros Caillou, Paris 7ème (75007)",2.0,3.0,,75007,7.0
Appartement à louer,250.0,13683,Paris 16ème (75016),5.0,7.0,,75016,16.0
Appartement à louer,51.0,1344,"Plaine, Paris 20ème (75020)",1.0,2.0,,75020,20.0
Studio à louer,15.0,1046,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,,75009,9.0
Appartement à louer,68.0,1700,"La Chapelle-Marx Dormoy, Paris (75018)",0.0,3.0,3.0,75018,
Appartement à louer,125.0,3741,Paris 16ème (75016),1.0,2.0,6.0,75016,16.0
Appartement à louer,33.0,2550,"Gros Caillou, Paris (75007)",1.0,2.0,,75007,
Appartement à louer,11.0,750,"Saint Victor, Paris (75005)",0.0,1.0,,75005,
Appartement à louer,9.0,700,"Porte Dauphine, Paris 16ème (75116)",1.0,1.0,,75116,16.0
Appartement à louer,40.0,1690,"Champerret-Berthier, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,55.0,2180,"Auteuil Sud, Paris 16ème (75016)",2.0,3.0,7.0,75016,16.0
Appartement à louer,36.0,1620,"Ternes-Maillot, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,247.0,13000,"Porte Dauphine, Paris 16ème (75016)",5.0,8.0,1.0,75016,16.0
Appartement à louer,45.0,1770,"Chateau d'Eau-Lancry, Paris (75010)",1.0,2.0,,75010,
Appartement à louer,39.0,1990,"Pereire-Malesherbes, Paris (75017)",1.0,2.0,,75017,
Appartement à louer,90.0,4200,Paris 16ème (75016),2.0,3.0,,75016,16.0
Appartement à louer,25.0,1580,"Enfants Rouges, Paris (75003)",1.0,2.0,,75003,
Appartement à louer,165.0,20600,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,3.0,75008,8.0
Appartement à louer,226.0,13500,"Triangle d'Or, Paris 8ème (75008)",4.0,6.0,,75008,8.0
Appartement à louer - Première occupation,32.0,1200,"Montsouris Dareau, Paris 14ème (75014)",0.0,1.0,,75014,14.0
Appartement à louer,226.5,7690,"Parc Monceau, Paris 8ème (75008)",4.0,7.0,1.0,75008,8.0
Appartement à louer - Première occupation,27.0,1050,"Raspail-Montparnasse, Paris 14ème (75014)",0.0,1.0,3.0,75014,14.0
Appartement à louer,35.0,1030,"Bassin de la Villette, Paris 19ème (75019)",0.0,2.0,4.0,75019,19.0
Appartement à louer,44.0,1195,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,2.0,4.0,75010,10.0
Appartement à louer - Première occupation,26.0,925,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,1.0,75010,10.0
Appartement à louer,29.1,1400,"Saint Philippe du Roule, Paris 8ème (75008)",0.0,1.0,,75008,8.0
Appartement à louer,37.0,1421,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,45.0,2900,"Monnaie, Paris 6ème (75006)",1.0,2.0,1.0,75006,6.0
Appartement à louer,222.0,7600,Paris 17ème (75017),4.0,7.0,2.0,75017,17.0
Appartement à louer,260.0,7782,"Chaillot, Paris 16ème (75016)",5.0,7.0,,75016,16.0
Appartement à louer,138.0,4660,"Hoche-Friedland, Paris 8ème (75008)",3.0,4.0,,75008,8.0
Appartement à louer,138.0,4660,"Hoche-Friedland, Paris 8ème (75008)",3.0,4.0,,75008,8.0
Appartement à louer,39.0,1800,"Buttes Aux Cailles-Glacière, Paris (75013)",1.0,2.0,,75013,
Appartement à louer,52.5,2150,"Vivienne-Gaillon, Paris 2ème (75002)",1.0,2.0,,75002,2.0
Appartement à louer,9.2,620,Paris 17ème (75017),0.0,1.0,,75017,17.0
Appartement à louer,25.0,1120,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,28.0,897,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",1.0,2.0,,75020,20.0
Appartement à louer,30.0,1250,"Chateau d'Eau-Lancry, Paris 10ème (75010)",1.0,2.0,,75010,10.0
Appartement à louer,74.8,2500,"Arsenal, Paris 4ème (75004)",0.0,4.0,,75004,4.0
Studio à louer - logement étudiant,15.0,750,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",0.0,1.0,2.0,75018,18.0
Appartement à louer - Première occupation,210.0,16500,"Porte Dauphine, Paris 16ème (75016)",3.0,4.0,2.0,75016,16.0
Appartement à louer,60.0,1900,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",1.0,2.0,5.0,75014,14.0
Appartement à louer,75.0,2595,"Auteuil Nord, Paris 16ème (75016)",1.0,3.0,,75016,16.0
Duplex à louer,67.0,3300,Paris 7ème (75007),2.0,3.0,6.0,75007,7.0
Appartement à louer,200.0,21000,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,4.0,75008,8.0
Appartement à louer - logement étudiant,14.0,800,"Lorette-Martyrs, Paris 9ème (75009)",0.0,1.0,,75009,9.0
Appartement à louer,27.0,1360,"Archives, Paris 4ème (75004)",0.0,1.0,,75004,4.0
Appartement à louer,42.0,1550,"Provence Opéra, Paris (75009)",1.0,2.0,,75009,
Studio à louer,15.0,793,"Amandiers, Paris 20ème (75020)",0.0,1.0,6.0,75020,20.0
Appartement à louer - logement étudiant,9.0,480,"Auteuil Sud, Paris 16ème (75016)",1.0,1.0,5.0,75016,16.0
Studio à louer - logement étudiant,18.0,850,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Appartement à louer,65.0,2860,"Vallée de Fécamp, Paris 12ème (75012)",2.0,3.0,4.0,75012,12.0
Appartement à louer,21.0,895,Paris 10ème (75010),0.0,1.0,,75010,10.0
Appartement à louer,49.0,1322,"Clichy-Batignolles, Paris 17ème (75017)",1.0,2.0,14.0,75017,17.0
Appartement à louer,50.0,1800,Paris 17ème (75017),1.0,2.0,6.0,75017,17.0
Appartement à louer,63.0,2500,Paris 11ème (75011),2.0,3.0,10.0,75011,11.0
Studio à louer,30.0,779,"Epinettes-Bessières, Paris 17ème (75017)",0.0,1.0,3.0,75017,17.0
Appartement à louer,33.0,1160,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Appartement à louer,38.5,1492,"Parc Monceau, Paris 8ème (75008)",0.0,1.0,4.0,75008,8.0
Appartement à louer,55.4,1980,"Porte Dauphine, Paris 16ème (75116)",2.0,3.0,1.0,75116,16.0
Appartement à louer,45.1,1590,Paris 16ème (75016),1.0,2.0,7.0,75016,16.0
Appartement à louer,70.0,3490,Paris 4ème (75004),2.0,3.0,4.0,75004,4.0
Appartement à louer,108.0,5000,"Auteuil Nord, Paris 16ème (75016)",3.0,4.0,4.0,75016,16.0
Appartement à louer,42.0,1520,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,28.0,1099,Paris 15ème (75015),0.0,1.0,,75015,15.0
Appartement à louer,29.0,933,"Lorette-Martyrs, Paris 9ème (75009)",1.0,2.0,3.0,75009,9.0
Appartement à louer,90.0,2600,"Auteuil Sud, Paris (75016)",2.0,3.0,,75016,
Appartement à louer,40.0,1600,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,65.0,2500,Paris 1er (75001),1.0,2.0,1.0,75001,1.0
Appartement à louer,50.0,2850,"Courcelles-Wagram, Paris 17ème (75017)",1.0,2.0,5.0,75017,17.0
Appartement à louer,45.0,1590,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,6.0,75016,16.0
Appartement à louer,80.9,2390,Paris 15ème (75015),2.0,4.0,1.0,75015,15.0
Duplex à louer,205.0,15500,"Saint Germain des Prés, Paris 6ème (75006)",3.0,9.0,,75006,6.0
Appartement à louer,50.0,3500,"Muette Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,134.0,6510,"Muette Sud, Paris 16ème (75016)",4.0,5.0,,75016,16.0
Appartement à louer,27.2,1285,"Triangle d'Or, Paris 8ème (75008)",0.0,1.0,3.0,75008,8.0
Appartement à louer,160.0,11000,"Porte Dauphine, Paris 16ème (75016)",3.0,6.0,,75016,16.0
Appartement à louer,160.0,11000,"Saint Philippe du Roule, Paris 8ème (75008)",4.0,6.0,,75008,8.0
Appartement à louer,13.0,710,"Auteuil Nord, Paris (75016)",0.0,1.0,6.0,75016,
Duplex à louer,165.0,15000,"Triangle d'Or, Paris 8ème (75008)",4.0,5.0,,75008,8.0
Appartement à louer,25.0,940,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,4.0,75017,17.0
Appartement à louer,153.9,4155,"Champerret-Berthier, Paris 17ème (75017)",3.0,6.0,,75017,17.0
Studio à louer,20.0,960,"Mairie, Paris 8ème (75008)",0.0,1.0,5.0,75008,8.0
Appartement à louer - logement étudiant,10.0,885,"Muette Nord, Paris 16ème (75016)",1.0,1.0,4.0,75016,16.0
Appartement à louer,18.0,1300,Paris 15ème (75015),0.0,1.0,,75015,15.0
Appartement à louer,47.6,1574,"Raspail-Montparnasse, Paris 14ème (75014)",1.0,2.0,4.0,75014,14.0
Studio à louer,18.0,640,"Patay-Masséna, Paris 13ème (75013)",0.0,1.0,4.0,75013,13.0
Studio à louer - logement étudiant,19.0,780,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Appartement à louer,40.0,1950,"Muette Nord, Paris 16ème (75016)",0.0,2.0,1.0,75016,16.0
Appartement à louer,30.0,1000,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,4.0,75011,11.0
Appartement à louer - logement étudiant,11.0,745,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,2.0,75009,9.0
Appartement à louer - logement étudiant,15.0,590,"Mairie, Paris 8ème (75008)",1.0,1.0,6.0,75008,8.0
Studio à louer - logement étudiant,16.0,895,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Appartement à louer,40.0,1360,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Studio à louer,30.0,1590,"Pont de Flandre, Paris 19ème (75019)",2.0,3.0,,75019,19.0
Appartement à louer - logement étudiant,20.0,759,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,,75011,11.0
Appartement à louer,77.0,850,"Alleray Procession, Paris (75015)",4.0,5.0,,75015,
Appartement à louer,24.0,950,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,15.0,650,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,6.0,75017,17.0
Appartement à louer,60.0,2150,"Saint Gervais, Paris 4ème (75004)",2.0,3.0,,75004,4.0
Appartement à louer,153.8,5035,"Ecole Militaire, Paris 7ème (75007)",3.0,5.0,,75007,7.0
Triplex à louer,260.0,35000,"Saint Germain des Prés, Paris 6ème (75006)",3.0,5.0,,75006,6.0
Appartement à louer - Première occupation,18.0,840,Paris 11ème (75011),0.0,1.0,,75011,11.0
Appartement à louer,75.0,13000,"Saint Philippe du Roule, Paris 8ème (75008)",1.0,2.0,3.0,75008,8.0
Appartement à louer,65.0,2100,Paris 17ème (75017),1.0,3.0,1.0,75017,17.0
Appartement à louer,21.6,1090,"Saint Placide, Paris 6ème (75006)",1.0,2.0,3.0,75006,6.0
Appartement à louer,85.0,6900,"Dupleix-Motte Picquet, Paris 15ème (75015)",3.0,4.0,,75015,15.0
Appartement à louer,49.0,1990,Paris 15ème (75015),1.0,2.0,5.0,75015,15.0
Appartement à louer,83.0,3110,Paris 9ème (75009),2.0,1.0,,75009,9.0
Appartement à louer,76.0,2710,Paris 17ème (75017),2.0,3.0,,75017,17.0
Appartement à louer,45.0,3890,"Monnaie, Paris 6ème (75006)",0.0,3.0,,75006,6.0
Appartement à louer,69.0,2190,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",2.0,3.0,,75013,13.0
Appartement à louer,18.0,970,"Mouton Duvernet, Paris (75014)",0.0,2.0,,75014,
Appartement à louer,165.0,18000,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,6.0,75008,8.0
Appartement à louer,65.0,2500,"Saint Philippe du Roule, Paris 8ème (75008)",1.0,2.0,,75008,8.0
Appartement à louer,38.0,1885,"Muette Sud, Paris 16ème (75016)",1.0,2.0,7.0,75016,16.0
Appartement à louer,131.0,3797,"Pasteur Montparnasse, Paris 15ème (75015)",5.0,6.0,,75015,15.0
Appartement à louer,38.2,1550,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,3.0,75016,16.0
Appartement à louer,88.1,3012,"Hoche-Friedland, Paris 8ème (75008)",3.0,4.0,1.0,75008,8.0
Appartement à louer,68.0,2900,Paris 4ème (75004),1.0,2.0,2.0,75004,4.0
Appartement à louer,9.0,690,"Montmartre, Paris 18ème (75018)",0.0,1.0,2.0,75018,18.0
Appartement à louer,46.0,1850,Paris 15ème (75015),1.0,2.0,,75015,15.0
Appartement à louer,163.0,5000,"Aligre-Gare de Lyon, Paris 12ème (75012)",2.0,6.0,,75012,12.0
Appartement à louer,89.0,2500,"Alleray Procession, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,15.0,690,"Montmartre, Paris 18ème (75018)",0.0,1.0,,75018,18.0
Appartement à louer,180.0,12800,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,,75008,8.0
Appartement à louer,65.0,3300,"Plaine, Paris (75020)",2.0,4.0,,75020,
Appartement à louer,44.0,2500,"Monnaie, Paris (75006)",1.0,2.0,,75006,
Appartement à louer,72.0,3480,Paris 6ème (75006),2.0,3.0,2.0,75006,6.0
Appartement à louer,36.3,1369,"Vallée de Fécamp, Paris 12ème (75012)",0.0,1.0,4.0,75012,12.0
Appartement à louer - Première occupation,110.0,8000,Paris 8ème (75008),2.0,4.0,,75008,8.0
Appartement à louer,34.6,1463,"Montorgueil-Saint Denis, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Appartement à louer,27.0,712,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,2.0,75017,17.0
Appartement à louer,30.0,1200,"Télégraphe-Pelleport Saint Fargeau, Paris (75020)",0.0,1.0,,75020,
Appartement à louer,152.0,6500,Paris 8ème (75008),3.0,5.0,3.0,75008,8.0
Appartement à louer,17.0,1406,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Appartement à louer,19.0,1667,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Appartement à louer,137.0,4750,Paris 7ème (75007),3.0,5.0,2.0,75007,7.0
Appartement à louer,252.0,8243,"Saint Philippe du Roule, Paris 8ème (75008)",4.0,6.0,,75008,8.0
Appartement à louer,70.0,3800,"Saint Philippe du Roule, Paris 8ème (75008)",2.0,3.0,1.0,75008,8.0
Appartement à louer,40.0,2200,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,15.0,1129,"Archives, Paris 3ème (75003)",0.0,1.0,,75003,3.0
Studio à louer,37.0,1390,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,6.0,75015,15.0
Appartement à louer,137.0,4750,Paris 7ème (75007),3.0,5.0,2.0,75007,7.0
Appartement à louer,27.2,1285,"Triangle d'Or, Paris 8ème (75008)",0.0,1.0,,75008,8.0
Appartement à louer,255.5,7650,"Porte Dauphine, Paris 16ème (75016)",5.0,7.0,5.0,75016,16.0
Studio à louer - logement étudiant,27.0,1020,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,,75019,19.0
Appartement à louer,195.0,13000,"Porte Dauphine, Paris 16ème (75016)",3.0,6.0,,75016,16.0
Appartement à louer,38.0,1500,"Saint Victor, Paris 5ème (75005)",1.0,1.0,5.0,75005,5.0
Appartement à louer,278.8,19500,"Invalides, Paris 7ème (75007)",4.0,8.0,,75007,7.0
Appartement à louer,26.0,1380,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Studio à louer,23.0,990,"Saint Philippe du Roule, Paris 8ème (75008)",0.0,1.0,4.0,75008,8.0
Appartement à louer,48.0,1901,"Patay-Masséna, Paris 13ème (75013)",2.0,3.0,5.0,75013,13.0
Studio à louer - logement étudiant,15.0,680,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1.0,75016,16.0
Appartement à louer,233.2,8540,"Parc Monceau, Paris 8ème (75008)",4.0,7.0,4.0,75008,8.0
Appartement à louer,111.0,4670,"Muette Sud, Paris 16ème (75016)",3.0,5.0,6.0,75016,16.0
Studio à louer - logement étudiant,14.0,895,"Saint Gervais, Paris 4ème (75004)",0.0,1.0,2.0,75004,4.0
Studio à louer - logement étudiant,21.0,700,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,3.0,75019,19.0
Appartement à louer,32.0,1250,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,5.0,75018,18.0
Appartement à louer,55.0,2065,"Île de la Cité, Paris 4ème (75004)",2.0,3.0,5.0,75004,4.0
Appartement à louer,39.0,1350,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,2.0,75018,18.0
Appartement à louer,22.0,985,"Pernety, Paris 14ème (75014)",0.0,1.0,2.0,75014,14.0
Studio à louer - logement étudiant,17.0,560,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,4.0,75017,17.0
Appartement à louer,23.0,899,"Bastille-Popincourt, Paris 11ème (75011)",0.0,1.0,,75011,11.0
Appartement à louer,42.0,1680,"Bel-Air Sud, Paris 12ème (75012)",1.0,2.0,3.0,75012,12.0
Appartement à louer,130.0,13000,"Triangle d'Or, Paris 8ème (75008)",3.0,4.0,,75008,8.0
Appartement à louer,50.0,2400,Paris 8ème (75008),1.0,2.0,2.0,75008,8.0
Appartement à louer,220.0,8500,Paris 3ème (75003),3.0,5.0,1.0,75003,3.0
Appartement à louer,45.0,2100,Paris 6ème (75006),1.0,2.0,,75006,6.0
Appartement à louer,57.0,3200,Paris 7ème (75007),1.0,2.0,,75007,7.0
Studio à louer - logement étudiant,25.0,860,"Lafayette-Richer, Paris 9ème (75009)",1.0,2.0,1.0,75009,9.0
Appartement à louer,25.0,1550,"Invalides, Paris 7ème (75007)",0.0,1.0,1.0,75007,7.0
Appartement à louer,200.0,20000,"Triangle d'Or, Paris 8ème (75008)",3.0,5.0,,75008,8.0
Appartement à louer - Première occupation,33.0,1315,"Dupleix-Motte Picquet, Paris 15ème (75015)",0.0,1.0,,75015,15.0
Appartement à louer,46.0,1307,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",1.0,2.0,,75013,13.0
Appartement à louer - logement étudiant,14.0,800,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,40.0,1650,"Montmartre, Paris (75018)",1.0,2.0,,75018,
Appartement à louer,42.0,1450,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",1.0,2.0,1.0,75018,18.0
Appartement à louer,32.1,1260,"Saint Victor, Paris 5ème (75005)",0.0,1.0,4.0,75005,5.0
Appartement à louer,140.0,10800,"Porte Dauphine, Paris (75016)",4.0,5.0,,75016,
Appartement à louer,81.0,6500,"Muette Sud, Paris 16ème (75016)",1.0,2.0,6.0,75016,16.0
Appartement à louer,25.0,796,"Nation-Alexandre Dumas, Paris 11ème (75011)",0.0,1.0,1.0,75011,11.0
Appartement à louer,30.0,1900,Paris 7ème (75007),1.0,2.0,4.0,75007,7.0
Appartement à louer,29.0,1200,"Violet Commerce, Paris (75015)",0.0,1.0,6.0,75015,
Appartement à louer,18.0,1049,"Trudaine-Maubeuge, Paris 10ème (75010)",0.0,1.0,,75010,10.0
Appartement à louer,17.0,1100,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,15.0,968,"Chateau d'Eau-Lancry, Paris 10ème (75010)",0.0,1.0,,75010,10.0
Appartement à louer,14.0,1090,"Arts et Métiers, Paris 3ème (75003)",0.0,1.0,,75003,3.0
Appartement à louer,38.0,2100,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,1.0,75011,11.0
Appartement à louer,20.0,2120,"Saint Germain des Prés, Paris 6ème (75006)",1.0,2.0,4.0,75006,6.0
Appartement à louer,42.0,2550,"Les Halles, Paris 1er (75001)",1.0,2.0,4.0,75001,1.0
Appartement à louer,41.0,2400,"République-Saint Ambroise, Paris 11ème (75011)",1.0,2.0,2.0,75011,11.0
Appartement à louer,30.0,1950,"Lorette-Martyrs, Paris 9ème (75009)",1.0,2.0,4.0,75009,9.0
Appartement à louer,36.0,2500,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,6.0,75018,18.0
Appartement à louer,38.0,2300,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",1.0,2.0,5.0,75010,10.0
Appartement à louer,25.0,2100,"Champerret-Berthier, Paris 17ème (75017)",1.0,2.0,7.0,75017,17.0
Appartement à louer,44.0,4350,"Saint Thomas d'Aquin, Paris 7ème (75007)",1.0,2.0,4.0,75007,7.0
Appartement à louer,17.0,1800,"Champerret-Berthier, Paris 17ème (75017)",1.0,2.0,7.0,75017,17.0
Appartement à louer,34.0,2500,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,4.0,75011,11.0
Appartement à louer - Première occupation,40.0,2200,"Arsenal, Paris 4ème (75004)",1.0,2.0,3.0,75004,4.0
Appartement à louer,33.0,1350,"Legendre-Lévis, Paris (75017)",0.0,1.0,,75017,
Appartement à louer,17.0,1280,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,17.0,1130,"Lorette-Martyrs, Paris 9ème (75009)",0.0,1.0,,75009,9.0
Appartement à louer,65.0,7390,"Triangle d'Or, Paris 8ème (75008)",1.0,2.0,6.0,75008,8.0
Appartement à louer,64.0,4250,"Triangle d'Or, Paris 8ème (75008)",1.0,2.0,2.0,75008,8.0
Appartement à louer,90.0,13737,"Invalides, Paris 7ème (75007)",2.0,3.0,6.0,75007,7.0
Appartement à louer,60.0,3500,"Triangle d'Or, Paris 8ème (75008)",1.0,3.0,3.0,75008,8.0
Appartement à louer,25.0,1389,"Emeriau-Zola, Paris 15ème (75015)",0.0,1.0,,75015,15.0
Appartement à louer,230.0,14000,"Muette Nord, Paris 16ème (75016)",4.0,7.0,6.0,75016,16.0
Appartement à louer,13.0,750,"Porte Dauphine, Paris (75016)",0.0,1.0,,75016,
Studio à louer,30.0,1100,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,5.0,75015,15.0
Appartement à louer,184.0,14000,"Triangle d'Or, Paris 8ème (75008)",2.0,6.0,1.0,75008,8.0
Péniche à louer,65.0,2500,"Seine et Berges, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,20.0,1250,"Monnaie, Paris 6ème (75006)",0.0,1.0,,75006,6.0
Studio à louer - logement étudiant,20.0,690,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1.0,75011,11.0
Appartement à louer,30.0,890,"Nation-Picpus, Paris 12ème (75012)",1.0,2.0,2.0,75012,12.0
Appartement à louer,55.0,2400,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,2.0,5.0,75010,10.0
Appartement à louer,58.0,1974,"Muette Nord, Paris 16ème (75016)",0.0,3.0,,75016,16.0
Appartement à louer,34.0,1390,"Vaugirard-Parc des Expositions, Paris (75015)",1.0,2.0,,75015,
Appartement à louer,8.9,550,"Muette Nord, Paris 16ème (75016)",0.0,1.0,,75016,16.0
