Name,Surface,Price,Lieu,Chambres,Pièces,Etage
,,,,,,
,,,,N/A,,
,,,,N/A,,
,,,,,,
,,,,N/A,,
,,,,,,
,,,,,,
,,,,,,
,,,,N/A,,
,,,,,,
,,,,,,
,,,,,,
,,,,N/A,,
Appartement à louer,28 m²,1 150 € /mois,"Vallée de Fécamp, Paris 12ème (75012)",1 chambre,2 pièces,
Appartement à louer,"27,3 m²",1 350 € /mois,"Saint Gervais, Paris 4ème (75004)",N/A,1 pièce,
Appartement à louer,103 m²,3 490 € /mois,"Auteuil Nord, Paris 16ème (75016)",3 chambres,4 pièces,1er étage
Appartement à louer,75 m²,2 800 € /mois,"Saint Vincent de Paul-Lariboisière, Paris 10ème (75010)",1 chambre,2 pièces,N/A
Appartement à louer,"85,6 m²",2 400 € /mois,Paris 19ème (75019),3 chambres,4 pièces,4ème étage
Studio à louer - logement étudiant,12 m²,650 € /mois,"Batignolles-Cardinet, Paris 17ème (75017)",N/A,1 pièce,N/A
Appartement à louer,42 m²,2 000 € /mois,Paris 7ème (75007),1 chambre,2 pièces,RDC/1
Appartement à louer,75 m²,2 261 € /mois,"Pasteur Montparnasse, Paris 15ème (75015)",2 chambres,3 pièces,1er étage
Studio à louer,19 m²,880 € /mois,"Croulebarbe, Paris 13ème (75013)",N/A,1 pièce,1er étage
Studio à louer - logement étudiant,18 m²,900 € /mois,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",N/A,1 pièce,1er étage
Appartement à louer,42 m²,1 720 € /mois,"Batignolles-Cardinet, Paris 17ème (75017)",1 chambre,2 pièces,5ème étage
Appartement à louer,260 m²,7 090 € /mois,Paris 16ème (75016),4 chambres,6 pièces,1er étage
Appartement à louer,27 m²,1 250 € /mois,"Croulebarbe, Paris 13ème (75013)",N/A,1 pièce,
Appartement à louer,"32,5 m²",1 450 € /mois,"Nation-Picpus, Paris 12ème (75012)",N/A,1 pièce,RDC
Studio à louer,13 m²,840 € /mois,"Legendre-Lévis, Paris 17ème (75017)",N/A,1 pièce,
Appartement à louer,10 m²,690 € /mois,"Hoche-Friedland, Paris (75008)",N/A,1 pièce,
Appartement à louer,25 m²,1 390 € /mois,"Montmartre, Paris (75018)",N/A,1 pièce,N/A
Appartement à louer,87 m²,2 033 € /mois,"Pont de Flandre, Paris 19ème (75019)",3 chambres,4 pièces,5ème étage
Appartement à louer,100 m²,3 970 € /mois,Paris 16ème (75016),2 chambres,4 pièces,
Duplex à louer,35 m²,1 500 € /mois,"Saint Merri, Paris 4ème (75004)",1 chambre,2 pièces,
Appartement à louer,26 m²,1 400 € /mois,"Lafayette-Richer, Paris 9ème (75009)",N/A,1 pièce,1er étage
Appartement à louer - logement étudiant,22 m²,890 € /mois,"Enfants Rouges, Paris 3ème (75003)",N/A,1 pièce,1er étage
Studio à louer,33 m²,1 034 € /mois,"Porte Dauphine, Paris 16ème (75016)",N/A,1 pièce,RDC
Appartement à louer,29 m²,1 090 € /mois,"Montmartre, Paris 18ème (75018)",N/A,1 pièce,N/A
Studio à louer,14 m²,703 € /mois,Paris 13ème (75013),N/A,1 pièce,1er étage
Appartement à louer - logement étudiant,"29,3 m²",1 179 € /mois,"Auteuil Nord, Paris 16ème (75016)",N/A,1 pièce,N/A
Appartement à louer,9 m²,390 € /mois,"Muette Nord, Paris (75016)",N/A,1 pièce,N/A
Appartement à louer,"182,1 m²",5 600 € /mois,"Porte Dauphine, Paris 16ème (75016)",4 chambres,6 pièces,N/A
Appartement à louer,115 m²,4 500 € /mois,Paris 16ème (75016),3 chambres,5 pièces,
Studio à louer,21 m²,1 100 € /mois,"Saint Lambert, Paris 15ème (75015)",N/A,1 pièce,5ème étage
Studio à louer,9 m²,700 € /mois,"Sorbonne, Paris 5ème (75005)",N/A,1 pièce,RDC/6
Appartement à louer,21 m²,1 450 € /mois,"Gros Caillou, Paris 7ème (75007)",N/A,1 pièce,4ème étage
Appartement à louer,51 m²,1 500 € /mois,"Vallée de Fécamp, Paris 12ème (75012)",2 chambres,3 pièces,
Appartement à louer,55 m²,2 135 € /mois,"Gros Caillou, Paris 7ème (75007)",1 chambre,2 pièces,1er étage
Appartement à louer,47 m²,1 850 € /mois,"Auteuil Nord, Paris 16ème (75016)",1 chambre,2 pièces,N/A
Appartement à louer,42 m²,1 570 € /mois,"Montsouris Dareau, Paris 14ème (75014)",1 chambre,2 pièces,
Appartement à louer,92 m²,4 200 € /mois,"Rennes, Paris 6ème (75006)",2 chambres,3 pièces,2ème étage
Appartement à louer,65 m²,1 677 € /mois,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",2 chambres,3 pièces,N/A
Appartement à louer,78 m²,3 080 € /mois,"Vivienne-Gaillon, Paris 2ème (75002)",3 chambres,4 pièces,
Appartement à louer,28 m²,1 250 € /mois,"La Fourche-Guy Môquet, Paris (75017)",N/A,1 pièce,
Appartement à louer,15 m²,840 € /mois,"Muette Nord, Paris 16ème (75016)",N/A,1 pièce,N/A
Appartement à louer,35 m²,1 350 € /mois,"Clignancourt-Jules Joffrin, Paris (75018)",1 chambre,2 pièces,
Appartement à louer - Première occupation,31 m²,4 968 € /mois,"Montorgueil-Saint Denis, Paris 2ème (75002)",1 chambre,2 pièces,
Appartement à louer,44 m²,2 145 € /mois,"Chateau d'Eau-Lancry, Paris 10ème (75010)",1 chambre,2 pièces,4ème étage
Appartement à louer,46 m²,1 960 € /mois,Paris 14ème (75014),1 chambre,2 pièces,6ème étage
Appartement à louer,111 m²,8 400 € /mois,"Gros Caillou, Paris 7ème (75007)",2 chambres,3 pièces,N/A
Hôtel particulier à louer,"270,3 m²",11 000 € /mois,"Hoche-Friedland, Paris 8ème (75008)",4 chambres,7 pièces,N/A
Appartement à louer,"45,8 m²",1 750 € /mois,"Courcelles-Wagram, Paris 17ème (75017)",1 chambre,3 pièces,RDC
Appartement à louer,"58,7 m²",2 900 € /mois,"Vendôme, Paris 1er (75001)",N/A,1 pièce,N/A
Appartement à louer,"49,8 m²",1 960 € /mois,"Archives, Paris 3ème (75003)",1 chambre,2 pièces,
Appartement à louer,70 m²,7 500 € /mois,"Hoche-Friedland, Paris 8ème (75008)",2 chambres,3 pièces,
Appartement à louer,155 m²,8 500 € /mois,"Elysées-Madeleine, Paris 8ème (75008)",3 chambres,5 pièces,N/A
Appartement à louer,22 m²,1 600 € /mois,"Porte Dauphine, Paris (75016)",N/A,1 pièce,N/A
Appartement à louer,170 m²,12 000 € /mois,"Triangle d'Or, Paris 8ème (75008)",2 chambres,4 pièces,
Appartement à louer,"181,9 m²",12 500 € /mois,"Mairie, Paris 8ème (75008)",3 chambres,5 pièces,
Appartement à louer - Colocation,129 m²,1 070 € /mois,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",6 chambres,7 pièces,4ème étage
Appartement à louer - logement étudiant,12 m²,750 € /mois,"Palais Royal, Paris 1er (75001)",N/A,1 pièce,9ème étage
Appartement à louer,40 m²,1 400 € /mois,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",2 chambres,3 pièces,4ème étage
Appartement à louer - Première occupation,"30,8 m²",1 850 € /mois,"Vendôme, Paris 1er (75001)",1 chambre,2 pièces,
Appartement à louer,30 m²,1 230 € /mois,"Ecole Militaire, Paris 7ème (75007)",1 chambre,2 pièces,N/A
Appartement à louer,68 m²,2 217 € /mois,Paris 15ème (75015),2 chambres,3 pièces,RDC
Appartement à louer,84 m²,2 750 € /mois,"Clichy-Batignolles, Paris 17ème (75017)",2 chambres,3 pièces,
Appartement à louer - Première occupation,"36,4 m²",1 369 € /mois,"Georges Brassens, Paris 15ème (75015)",1 chambre,2 pièces,
Studio à louer,18 m²,980 € /mois,"Didot-Porte de Vanves, Paris 14ème (75014)",N/A,1 pièce,N/A
Appartement à louer,40 m²,1 250 € /mois,"Gambetta, Paris 20ème (75020)",1 chambre,2 pièces,4ème étage
Studio à louer,29 m²,950 € /mois,"Salpêtrière-Austerlitz, Paris 13ème (75013)",N/A,1 pièce,
Appartement à louer,30 m²,1 150 € /mois,"Nationale-Deux Moulins, Paris 13ème (75013)",N/A,2 pièces,1er étage
Appartement à louer,50 m²,1 670 € /mois,"Courcelles-Wagram, Paris 17ème (75017)",1 chambre,3 pièces,
Appartement à louer,37 m²,1 400 € /mois,"Hoche-Friedland, Paris 8ème (75008)",N/A,1 pièce,
Appartement à louer,42 m²,1 590 € /mois,"Nation-Picpus, Paris (75012)",1 chambre,2 pièces,N/A
Appartement à louer,"25,2 m²",920 € /mois,"Auteuil Nord, Paris 16ème (75016)",N/A,1 pièce,N/A
Appartement à louer,"19,3 m²",836 € /mois,"République-Saint Ambroise, Paris 11ème (75011)",N/A,1 pièce,
Appartement à louer,68 m²,2 090 € /mois,"Bièvres Sud Tolbiac, Paris 13ème (75013)",2 chambres,3 pièces,4ème étage
Appartement à louer,95 m²,3 070 € /mois,Paris 15ème (75015),2 chambres,4 pièces,RDC
Appartement à louer,47 m²,1 493 € /mois,"Champerret-Berthier, Paris 17ème (75017)",1 chambre,2 pièces,RDC/6
Appartement à louer,"147,2 m²",6 951 € /mois,"Triangle d'Or, Paris 8ème (75008)",3 chambres,5 pièces,7ème étage
Studio à louer,20 m²,1 600 € /mois,"Bercy, Paris 12ème (75012)",N/A,1 pièce,N/A
Studio à louer,22 m²,950 € /mois,"Louis Blanc-Aqueduc, Paris 10ème (75010)",N/A,1 pièce,2ème étage
Studio à louer,36 m²,1 199 € /mois,"Georges Brassens, Paris 15ème (75015)",N/A,1 pièce,2ème étage
Appartement à louer,"52,2 m²",1 800 € /mois,Paris 12ème (75012),1 chambre,3 pièces,3ème étage
Appartement à louer,"39,5 m²",1 250 € /mois,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1 chambre,2 pièces,
Appartement à louer,76 m²,2 590 € /mois,"Gambetta, Paris (75020)",2 chambres,3 pièces,N/A
Appartement à louer,46 m²,1 700 € /mois,"Batignolles-Cardinet, Paris 17ème (75017)",1 chambre,2 pièces,3ème étage
Appartement à louer,"79,6 m²",2 980 € /mois,"Enfants Rouges, Paris 3ème (75003)",2 chambres,4 pièces,
Appartement à louer,"76,8 m²",3 800 € /mois,"Saint Thomas d'Aquin, Paris 7ème (75007)",2 chambres,4 pièces,5ème étage
Appartement à louer,20 m²,998 € /mois,"Elysées-Madeleine, Paris 8ème (75008)",N/A,1 pièce,
Appartement à louer,28 m²,980 € /mois,"Pont de Flandre, Paris 19ème (75019)",1 chambre,2 pièces,1er étage
Appartement à louer - Première occupation,"95,4 m²",3 500 € /mois,"Champerret-Berthier, Paris 17ème (75017)",2 chambres,4 pièces,
Appartement à louer - Première occupation,69 m²,2 680 € /mois,"Muette Sud, Paris 16ème (75016)",1 chambre,2 pièces,7ème étage
Appartement à louer - logement étudiant,17 m²,650 € /mois,"Batignolles-Cardinet, Paris 17ème (75017)",N/A,2 pièces,3ème étage
Appartement à louer,50 m²,1 990 € /mois,Paris 6ème (75006),1 chambre,2 pièces,
Studio à louer,20 m²,998 € /mois,"Bel-Air Sud, Paris 12ème (75012)",N/A,1 pièce,4ème étage
Appartement à louer,75 m²,2 300 € /mois,"Courcelles-Wagram, Paris (75017)",N/A,3 pièces,N/A
Appartement à louer,64 m²,2 370 € /mois,"Chaillot, Paris 16ème (75016)",1 chambre,2 pièces,
Studio à louer,33 m²,1 385 € /mois,"Salpêtrière-Austerlitz, Paris 13ème (75013)",N/A,1 pièce,5ème étage
Appartement à louer,63 m²,2 780 € /mois,"Montorgueil-Saint Denis, Paris 2ème (75002)",1 chambre,2 pièces,4ème étage
Appartement à louer,80 m²,2 440 € /mois,"Muette Sud, Paris 16ème (75016)",1 chambre,3 pièces,3ème étage
Appartement à louer,30 m²,1 300 € /mois,"Salpêtrière-Austerlitz, Paris 13ème (75013)",N/A,2 pièces,1er étage
Appartement à louer,"38,7 m²",1 220 € /mois,Paris 19ème (75019),N/A,1 pièce,RDC
Appartement à louer,"23,3 m²",1 158 € /mois,"Montmartre, Paris 18ème (75018)",N/A,1 pièce,3ème étage
Appartement à louer,35 m²,1 100 € /mois,"Gambetta, Paris 20ème (75020)",1 chambre,1 pièce,1er étage
Appartement à louer,43 m²,1 540 € /mois,Paris 16ème (75016),1 chambre,2 pièces,
Appartement à louer - Première occupation,210 m²,15 000 € /mois,"Gros Caillou, Paris 7ème (75007)",4 chambres,5 pièces,
Appartement à louer,53 m²,2 273 € /mois,"Saint Victor, Paris 5ème (75005)",1 chambre,2 pièces,
Studio à louer,17 m²,920 € /mois,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",1 chambre,1 pièce,5ème étage
Appartement à louer,57 m²,2 250 € /mois,"Auteuil Nord, Paris 16ème (75016)",1 chambre,2 pièces,3ème étage
Appartement à louer,18 m²,1 100 € /mois,"Patay-Masséna, Paris (75013)",,1 pièce,N/A
Appartement à louer,50 m²,1 850 € /mois,"Georges Brassens, Paris (75015)",2 chambres,3 pièces,
Appartement à louer,"25,8 m²",950 € /mois,"Sainte Avoie, Paris 3ème (75003)",N/A,1 pièce,1er étage
Appartement à louer,60 m²,2 135 € /mois,"Saint Gervais, Paris 4ème (75004)",1 chambre,2 pièces,N/A
Appartement à louer,83 m²,4 950 € /mois,"Arts et Métiers, Paris 3ème (75003)",3 chambres,4 pièces,
Appartement à louer,102 m²,4 300 € /mois,Paris 16ème (75016),2 chambres,4 pièces,N/A
Appartement à louer,"55,7 m²",1 860 € /mois,"Bel-Air Nord, Paris 12ème (75012)",1 chambre,2 pièces,RDC
Studio à louer,23 m²,1 500 € /mois,"Saint Lambert, Paris 15ème (75015)",N/A,1 pièce,RDC
Appartement à louer,145 m²,4 200 € /mois,"Saint Vincent de Paul-Lariboisière, Paris 10ème (75010)",3 chambres,6 pièces,3ème étage
Appartement à louer,"137,1 m²",4 500 € /mois,"Elysées-Madeleine, Paris 8ème (75008)",3 chambres,5 pièces,6ème étage
Appartement à louer,48 m²,1 320 € /mois,"Citroën-Boucicaut, Paris (75015)",1 chambre,2 pièces,N/A
Appartement à louer,25 m²,1 600 € /mois,"Epinettes-Bessières, Paris (75017)",N/A,1 pièce,RDC/7
Appartement à louer,80 m²,2 800 € /mois,"Saint Gervais, Paris 4ème (75004)",2 chambres,3 pièces,
Studio à louer - logement étudiant,12 m²,720 € /mois,"Muette Nord, Paris 16ème (75016)",N/A,1 pièce,5ème étage
Appartement à louer,61 m²,2 125 € /mois,"Citroën-Boucicaut, Paris 15ème (75015)",1 chambre,3 pièces,6ème étage
Appartement à louer,28 m²,1 120 € /mois,"Arts et Métiers, Paris 3ème (75003)",1 chambre,2 pièces,
Appartement à louer,22 m²,1 045 € /mois,"Vaugirard-Parc des Expositions, Paris (75015)",N/A,1 pièce,
Appartement à louer,"42,2 m²",1 666 € /mois,"Pereire-Malesherbes, Paris 17ème (75017)",1 chambre,2 pièces,3ème étage
Appartement à louer - Première occupation,26 m²,1 500 € /mois,"Porte Saint Denis-Paradis, Paris 10ème (75010)",N/A,2 pièces,
Appartement à louer,"41,5 m²",1 950 € /mois,"Porte Dauphine, Paris 16ème (75016)",1 chambre,2 pièces,1er étage
Appartement à louer,82 m²,3 600 € /mois,"Jardin des Plantes, Paris 5ème (75005)",2 chambres,3 pièces,N/A
Appartement à louer,56 m²,1 684 € /mois,"Bièvres Sud Tolbiac, Paris 13ème (75013)",1 chambre,2 pièces,6ème étage
Appartement à louer,64 m²,2 036 € /mois,"Belleville, Paris 20ème (75020)",2 chambres,3 pièces,
Appartement à louer,"173,1 m²",9 500 € /mois,"Dupleix-Motte Picquet, Paris 15ème (75015)",2 chambres,5 pièces,
Appartement à louer,60 m²,1 800 € /mois,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",2 chambres,3 pièces,N/A
Appartement à louer,42 m²,1 460 € /mois,Paris 15ème (75015),1 chambre,2 pièces,N/A
Appartement à louer,"166,4 m²",7 400 € /mois,"Saint Thomas d'Aquin, Paris 7ème (75007)",3 chambres,5 pièces,1er étage
Appartement à louer,"162,5 m²",9 700 € /mois,"Chaillot, Paris 16ème (75016)",3 chambres,7 pièces,5 étages
Appartement à louer,"44,5 m²",1 540 € /mois,"Olympiades-Choisy, Paris 13ème (75013)",1 chambre,2 pièces,N/A
Appartement à louer - Première occupation,"66,1 m²",2 390 € /mois,"Dupleix-Motte Picquet, Paris 15ème (75015)",2 chambres,3 pièces,N/A
Appartement à louer,"139,2 m²",5 000 € /mois,"Saint Thomas d'Aquin, Paris 7ème (75007)",3 chambres,4 pièces,N/A
Appartement à louer,77 m²,1 950 € /mois,"Georges Brassens, Paris 15ème (75015)",2 chambres,3 pièces,
Appartement à louer,38 m²,1 250 € /mois,"Jardin de Reuilly, Paris (75012)",1 chambre,2 pièces,N/A
Appartement à louer,150 m²,12 000 € /mois,"Triangle d'Or, Paris 8ème (75008)",2 chambres,4 pièces,1er étage
Appartement à louer,50 m²,2 900 € /mois,"Sorbonne, Paris 5ème (75005)",2 chambres,3 pièces,
Studio à louer,12 m²,1 133 € /mois,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",2 chambres,1 pièce,RDC
Studio à louer - logement étudiant,20 m²,870 € /mois,"Saint Blaise, Paris 20ème (75020)",N/A,1 pièce,N/A
Studio à louer - logement étudiant,17 m²,900 € /mois,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",,1 pièce,N/A
Studio à louer - logement étudiant,18 m²,900 € /mois,"Bassin de la Villette, Paris 19ème (75019)",N/A,1 pièce,3ème étage
Studio à louer - logement étudiant,15 m²,840 € /mois,"Muette Nord, Paris 16ème (75016)",N/A,1 pièce,6ème étage
Appartement à louer,30 m²,1 110 € /mois,"Raspail-Montparnasse, Paris 14ème (75014)",1 chambre,2 pièces,
Studio à louer,32 m²,1 200 € /mois,"Patay-Masséna, Paris 13ème (75013)",N/A,1 pièce,
Appartement à louer,93 m²,2 967 € /mois,"Auteuil Nord, Paris 16ème (75016)",2 chambres,4 pièces,
Studio à louer,28 m²,1 103 € /mois,"Porte Dauphine, Paris 16ème (75016)",N/A,1 pièce,4ème étage
Appartement à louer,37 m²,1 150 € /mois,"Bassin de la Villette, Paris 19ème (75019)",1 chambre,2 pièces,1er étage
Appartement à louer,35 m²,1 300 € /mois,"Gambetta, Paris 20ème (75020)",N/A,2 pièces,2ème étage
Appartement à louer,42 m²,1 112 € /mois,"Auteuil Sud, Paris 16ème (75016)",N/A,1 pièce,4ème étage
Appartement à louer,19 m²,1 550 € /mois,"Clichy-Trinité, Paris 9ème (75009)",N/A,1 pièce,N/A
Studio à louer,28 m²,1 180 € /mois,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",1 chambre,1 pièce,
Appartement à louer,196 m²,7 722 € /mois,Paris 16ème (75016),4 chambres,7 pièces,5ème étage
Appartement à louer,100 m²,2 995 € /mois,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",3 chambres,5 pièces,N/A
Studio à louer,25 m²,1 100 € /mois,"Alleray Procession, Paris 15ème (75015)",N/A,1 pièce,
Studio à louer,37 m²,1 700 € /mois,"Saint Germain des Prés, Paris 6ème (75006)",N/A,1 pièce,
Appartement à louer,80 m²,3 000 € /mois,"Alleray Procession, Paris 15ème (75015)",3 chambres,4 pièces,
Appartement à louer,"216,4 m²",6 855 € /mois,"Muette Sud, Paris 16ème (75016)",4 chambres,7 pièces,
Appartement à louer,121 m²,3 967 € /mois,"Porte Dauphine, Paris 16ème (75016)",2 chambres,4 pièces,6ème étage
Studio à louer,22 m²,950 € /mois,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",N/A,2 pièces,1er étage
Appartement à louer,52 m²,4 099 € /mois,"Muette Sud, Paris 16ème (75016)",1 chambre,2 pièces,
Studio à louer,17 m²,985 € /mois,"Saint Gervais, Paris 4ème (75004)",N/A,1 pièce,4ème étage
Studio à louer - logement étudiant,15 m²,700 € /mois,"Bassin de la Villette, Paris 19ème (75019)",N/A,1 pièce,1er étage
Studio à louer,33 m²,1 250 € /mois,Paris 17ème (75017),N/A,1 pièce,
Appartement à louer,35 m²,1 365 € /mois,"Batignolles-Cardinet, Paris (75017)",1 chambre,2 pièces,
Appartement à louer,50 m²,2 100 € /mois,"Palais Royal, Paris 1er (75001)",1 chambre,2 pièces,
Studio à louer,21 m²,1 100 € /mois,"Danube-Porte des Lilas, Paris 19ème (75019)",N/A,1 pièce,N/A
Appartement à louer,9 m²,825 € /mois,"Auteuil Nord, Paris 16ème (75016)",N/A,1 pièce,N/A
Studio à louer,26 m²,1 200 € /mois,"Pernety, Paris 14ème (75014)",N/A,1 pièce,2ème étage
Studio à louer,30 m²,955 € /mois,"Gambetta, Paris 20ème (75020)",N/A,1 pièce,2ème étage
Studio à louer,18 m²,1 300 € /mois,"Bassin de la Villette, Paris 19ème (75019)",N/A,1 pièce,N/A
Appartement à louer,"13,8 m²",650 € /mois,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",N/A,1 pièce,6ème étage
